	artist	category	genre	title	tracks	year	id	merged_values
4679	Syd Barrett	Rock	Psychedelic Rock	Have You Got It Yet? (disc 2)	5679		104841	
4680	Ãã ã§ã­ã»ã¥ Ã¨ã±ã¯ã®ã«ã­ã¨ã²ã¥ã«ã¨	Rock	Retro	Ãã…ã‘ããˆ Ãž Ã‘ã’ã€ã‹ãˆãã…	5680	2003	104842	
4681	Dream Theater	Rock	Progressive Rock	The Making Of Scenes From A Memory	5681	2003	104843	
4682	Cliff Richard	Rock	Rock & Roll	I'm Nearly Famous - 21 Today	5682	1976	104844	
4683	Backfire	Rock		Rebel 4 Life	5683		104845	
4684	The Beatles	Rock		The Beatles Vol.9	5684		104846	
4685	Various Artists	Rock	Oldies	Good Time Oldies	5685		104847	
4686	Bonecrusher	Rock	Rock	World Of Pain	5686	1994	104848	
4687	The Big Crap Scare	Rock	Punk Rock	Dead By Dawn: Chromium Destroyer Vs. The 35 Ft. Machine What Poops Onto A Conveyor Belt	5687	2002	104849	
4688	Various Artists	Rock		Sing And Dance To The Fabulous 50's - Disc 2	5688		104850	
4689	Various Artists	Rock		Originals Still The Greatest Vol. Iv 1965-69	5689		104851	
4690	U.K. Subs	Rock		Diminished Responsibility	5690		104852	
4691	Great Lakes	Rock	Rock	Great Lakes	5691	2000	104853	
4692	Segismundo Toxicã³mano	Rock	Punk Rock	Segismundo Toxicã³mano	5692	1998	104854	
4693	Constraint	Rock		And What We Do Always Changes	5693		104855	
4694	Robert Goulet	Rock	Easy Listening	This Christmas I Spend With You	5694	1994	104856	
4695	Robbespeirres	Rock	Repetista	Repentista	5695	1998	104857	
4696	Carnal Forge	Rock	Thrash Metal	Firedemon	5696		104858	
4697	Stefanie Hertel	Rock	Other	Stille Nacht Heilige Nacht	5697	1992	104859	
4698	Walter Clevenger	Rock		The Man With The X-ray Eyes	5698		104860	
4699	Peter Tork	Rock	Rock	Stranger Things Have Happened	5699	1994	104861	
4700	Various	Rock		The Best Rock N Roll Album Of All Time -disc 2	5700		104862	
4701	The Teflon Dons	Rock	Punk Rock	Low Times	5701		104863	
4702	Q And Not U	Rock	Rock	Different Damage	5702	2002	104864	
4703	Flitter	Rock	Rock	Fliter	5703		104866	
4704	Teisco Del Rey	Rock		The Many Moods Of Teisco Del Ray	5704		104868	
4705	Section Hate	Rock	Metal	Preface To A Ten Volume Suicide Note	5705	2003	104869	
4706	Various Artists	Rock	Alternrock	Cd Baby Compilation : Audio Adrenaline	5706		104870	
4707	L'amourder	Rock	Rock	Shit-hot	5707	1987	104871	
4708	Ã—ã¥ã°ã­ã»ã© Ã‹ã³ãªã¨ã·	Rock		Ã„ã¥ã¢ã®ã·ãªã  Ãˆ Ãã»ã±ã¼	5708		104872	
4709	Sugarbombs	Rock		Tear Their World Down, Build Up Your Own	5709		104873	
4710	The Pursuit Of Happiness	Rock		One-sided Story	5710		104874	
4711	Herbert Grã¶nemeyer	Rock	Pop	4630 Bochum	5711	1984	104875	
4712	Eva Ayllon	Rock	Latin	Ritmo, Color, Y Sabor	5712		104876	
4713	Stephen Marq	Rock	Instrumental	Time With You	5713	1998	104877	
4714	Brad Sucks	Rock		I Don't Know What I'm Doing	5714		104878	
4715	Svensk Pop	Rock	Instrumental Pop	Flickor Och Kã¤rlek	5715	2000	104879	
4716	Lou Reed	Rock	Rock	The Blue Mask	5716	1982	104880	
4717	Woosley Band	Rock	Rock	Marvelling At The Rings	5717	2002	104881	
4718	Tommy Keene	Rock	Rock	Ten Years After	5718	1996	104882	
4719	Ali Primera	Rock	Latin	Ali	5719		104883	
4720	Obd	Rock	Rock	Zdravã­	5720	1996	104884	
4721	Sex Pistols	Rock	Rock	Live And Loud!	5721		104885	
4722	Various	Rock	Easy Listening	The Power Of Love	5722	1998	104886	
4723	Paradise Lost	Rock		Believe In Nothing	5723		104887	
4724	Â³â¯â¦ãšâ±j	Rock	Pop	Â¤â£â¦aâ¬yâ²\\	5724		104888	
4725	The Dambuilders	Rock	Rock	God Dambuilders Bless America	5725	1997	104889	
4726	Lucy Kaplansky	Rock	Folk	The Tide	5726	1994	104890	
4727	Alice Cooper	Rock		The El Paso Show	5727		104891	
4728	Static-x	Rock	Metal	Machine	5728		104893	
4729	Robbie Nevil	Rock	Jazz Pop	A Place Like This	5729	1988	104894	
4730	Rpwl	Rock	Progressive Rock	Stock	5730	2003	104895	
4731	The Countdown Singers	Rock		Parade Of The 70's Disc 3	5731		104896	
4732	Jeffrey Foskett	Rock		Cool And Gone (gone, Gone)	5732		104898	
4733	The Breeze	Rock	Beach	Something Serious	5733	1995	104899	
4734	Hypnolovewheel	Rock		Altered States	5734		104900	
4735	Good Charlotte	Rock	Punk Rock	Good Charlotte	5735	2000	104901	
4736	The Nubiles	Rock		Mindblender	5736		104902	
4737	Peter Maffay	Rock		Du Bist Wie Ein Lied	5737		104903	
4738	Sissel Kyrkjebã¸	Rock	Ballad	Sissel	5738	1992	104904	
4739	Edin Adahl	Rock		Into My Soul	5739		104905	
4740	Black Sun Ensemble	Rock		Elemental Forces	5740		104906	
4741	Louise Carver	Rock	Pop	Mirrors And Windows	5741	1998	104907	
4742	Paul Shortino	Rock	Hard Rock	Back On Track	5742	1993	104908	
4743	Atomic Bishop	Rock	Rock	Rare Studio Tracks	5743	1996	104909	
4744	Marquis De Sade	Rock		Dantzig Twist	5744		104910	
4745	T-bone Burnett	Rock	Folk/rock	Trap Door - Behind The Trap Door	5745	1982	104911	
4746	Extra Fancy	Rock		Sinnerman	5746		104912	
4747	The Low And Sweet Orchestra	Rock	Other	Goodbye To All That (promotional)	5747	1996	104913	
4748	Illã©s	Rock		Illã©s '96 #1	5748		104914	
4749	Paul Sebastian	Rock	Rock	Palingenesis	5749	1999	104915	
4750	Better Than Ezra	Rock	Power Pop	Friction, Baby	5750	1996	104916	
4751	Bee Gees	Rock	Pop	E-s-p	5751	1987	104917	
4752	Cruachan	Rock	Folk Metal	The Middle Kingdom	5752	1999	104919	
4753	Phil Keaggy, Wes King, Scott Dentã©	Rock	Rock	Invention	5753	1997	104920	
4754	Dave Debs	Rock		Love That Drive	5754		104922	
4755	Sanya Sabina	Rock	Acoustic	Concierto Acustico	5755		104923	
4756	El Ultimo De La Fila	Rock	Rock	Astronomia Razonable	5756	1993	104925	
4757	John Hiatt	Rock		Slow Turning	5757		104926	
4758	Various	Rock	Rock	The 80's Collection 1989 - Cd 2	5758	1989	104927	
4759	Terje Tysland	Rock	Rock	Best I Levende Live	5759	1990	104928	
4760	Michael W. Smith	Rock	Contemporary Christian	Change Your World	5760	1992	104929	
4761	Kelly Keagy	Rock		Time Passes	5761		104930	
4762	Airborne	Rock	Grunge	Isolated	5762		104931	
4763	Heaven's Cry	Rock	Progressive Rock	Primal Power Addiction	5763	2002	104932	
4764	Innocence	Rock		Belief	5764		104933	
4765	Donkey Skonk	Rock	Ska	Help Or Fight Babylon	5765	2003	104934	
4766	Splendora	Rock		In The Grass	5766		104935	
4767	D.D.E	Rock	Rock	Rai 2	5767		104936	
4768	Alizã©e	Rock	Disco	Remixes Gourmands 2	5768	2002	104937	
4769	Queensryche	Rock		Speak The Word	5769		104938	
4770	Riccardo Mei	Rock	Instrumental Rock	Witchcraft!	5770		104940	
4771	Judie Tzuke	Rock	Rock	Turning Stones	5771	1989	104941	
4772	King Leoric	Rock		Piece Of Past	5772		104944	
4773	Various	Rock		Hammer Offroad Tracks 62	5773		104945	
4774	Alice Cooper	Rock	Hard Rock	Brutally Live 19-06-00 London Disc 1	5774	2000	104946	
4775	Ã¤â¸â€°ã©â€¡?ã©â€¡å½ã§å¾â³	Rock	Jpop	Baby Leaf	5775		104947	
4776	Phil Collins	Rock	Pop	Live	5776	1991	104948	
4777	Mark Boals	Rock	Metal	Ring Of Fire	5777		104949	
4778	Radiohead	Rock		Globen 2001 Cd1	5778	2001	104950	
4779	Diamond Shell	Rock	Hip Hop	The Grand Imperial Diamond Shell	5779	1991	104951	
4780	Twiggy	Rock	Pop	Tu Encanto	5780	1997	104952	
4781	Monsieur Blumenberg	Rock		Musique Et Couleurs	5781		104953	
4782	Sefronia	Rock		Mãºsica Contra Osopetos	5782		104954	
4783	The Nice	Rock		The Immediate Years (disc One)	5783		104955	
4784	Ritchie Blackmore's Rainbow	Rock		Stranger In Us All	5784	1995	104956	
4785	Refused	Rock	Punk	The Shape Of Punk To Come	5785	1997	104957	
4786	Rollover	Rock		Rollover	5786		104959	
4787	Various - Bored Generation	Rock		Various - Bored Generation	5787		104960	
4788	Howie B	Rock	Techno	Turn The Dark Off	5788	1997	104961	
4789	Keith Urban	Rock	Rock	Golden Road	5789		104962	
4790	The Eagles	Rock	Pop	Ballad For You	5790		104965	
4791	The Go-betweensns	Rock		Bellavista Terrace: The Best Of The Go-betweens	5791		104966	
4792	Max Bacon	Rock		The Higher You Climb	5792		104967	
4793	Henk Westbroek	Rock		De Hemel	5793		104968	
4794	Michael Stanley Band	Rock		Msb	5794		104969	
4795	The Rolling Stones	Rock	Rock	Rewind	5795	1986	104970	
4796	Taken Back	Rock	Christian Rock	My Only	5796	2003	104971	
4797	Elo	Rock	Rock	The Bbc Sessions	5797	1974	104972	
4798	The Real Thing	Rock	Soul	The Best Of The Real Thing	5798	1976	104974	
4799	Dimmu Borgir	Rock	Black Metal	Puritanical Euphoric Misanthropia	5799	2001	104975	
4800	Yanni	Rock	Pop	My World In Music - The Collection	5800	1993	104976	
4801	Bob Dylan	Rock	Rock	23 June 1981, Colombes, France - Disc 2	5801	1981	104977	
4802	Tomã¡s San Miguel Con Jorge Pardo	Rock	Instrumental	Vida En Catedrales	5802	1993	104979	
4803	Spice	Rock	Acid Jazz	Vario Bel Air	5803	1996	104980	
4804	Various	Rock	Rock	Ida / Music To Grow By Iv	5804	1997	104981	
4805	Various Artists	Rock	Heavy Metal	Tribute To Judas Priest Volume I.	5805	1996	104982	
4806	Manzanera & Mackay	Rock		Up In Smoke	5806		104983	
4807	Emperor	Rock	Black Metal	Anthems To The Welkin At Dusk	5807	1998	104984	
4808	Various	Rock		Nova Norvegia * (get) Into The Arctic Groove	5808		104985	
4809	Msso	Rock		Vol 5 Guitar Calssics	5809		104986	
4810	Spin 1ne 2wo	Rock		Spin 1ne 2wo	5810		104987	
4811	Jude	Rock	Rock	Charming Bloody Tuesday	5811	2002	104988	
4812	Loretta	Rock	Rock	The Translation	5812	2003	104989	
4813	Inner City	Rock	Techno	Praise	5813	1992	104991	
4814	Satan	Rock		Into The Future & Suspended Sentence	5814		104992	
4815	Various Artists	Rock		Juara Balada Rock	5815		104993	
4816	Melissa Etheridge	Rock	Rock	Concert #101, Live From Minnesota	5816	1994	104994	
4817	Simply Red	Rock		Greatest Hits	5817		104995	
4818	Tim Hughes, Tehillah Toronto, Owen Hurter03	Rock	Christian Rock	This Is Life - Fresh Wind 2003	5818	2003	104996	
4819	Installed (updates)	Rock		Virtual Server	5819		104997	
4820	Bob Catley	Rock	Hard Rock Melã³dico	When Empires Burn	5820	2003	104998	
4821	Compilation	Rock	Dance	Techno Flashhouse	5821		104999	
4822	Roger Waters	Rock	Rock	Pros And Cons At The Spectrum (24 July 1984)	5822	1984	105001	
4823	Dj Dask	Rock	R&b	The Best Of R&b 2003	5823	2003	105002	
4824	Miasma	Rock	Death Metal	Changes & Love Songs	5824	1991	105003	
4825	Shogo Hamada	Rock	Rock	The Gate Of The Promised Land (remastered)	5825	1999	105005	
4826	Bob Dylan	Rock	Rock & Roll	2003-08-17 Wallingford, Ct (d1) Oakdale Theater	5826	2003	105006	
4827	Echolyn	Rock		Echolyn	5827		105007	
4828	Ringo Starr	Rock		Tv And Radio Ringo	5828	1991	105008	
4829	Various	Rock	Dance	Just Seventeen - Get Kickin - Cd 1	5829		105009	
4830	The Damage Manual	Rock	Rock	The Damage Manual	5830	2000	105010	
4831	Antiseen	Rock		15 Minutes Of Fame, 15 Years Of Infamy	5831		105011	
4832	Techno	Rock	Top 40	Trance Storm Vol. 1 Cd 2	5832	2001	105012	
4833	The`wax Bean Orchard	Rock		Rainbow Love Clay	5833	1993	105014	
4834	Elvis Presley	Rock	Pop	The Paradise Hawaiian Style Sessions	5834		105015	
4835	Guns N' Rosesisc 1	Rock		God Save The Queen - Wembley 13th June, 1992 - Disc 1	5835		105016	
4836	Various	Rock		Bessere Zeiten Klingen Gut (l'age D'or Kompilation) - Cd 1	5836		105017	
4837	Dire Straits	Rock	Rock & Roll	Alchemy Live Cd2	5837	1984	105018	
4838	Marilyn Manson	Rock		The Antichrist Dance	5838		105019	
4839	Various	Rock	Dark Ambient	V/a Chaos [2002/ltd To 333]	5839	2002	105020	
4840	Grin (nils Lofgren)	Rock	Rock	This One's A Rocker	5840	1972	105021	
4841	Various	Rock	Soul	The Complete Stax-volt Singles 1959-1968 (disc 5)	5841	1991	105022	
4842	Bob Dylan	Rock		Bob Dylan - Usa April - May 2001 - (compilation)	5842		105023	
4843	George Michael	Rock	Rock	Dance Remixes	5843		105024	
4844	Various	Rock	Alternative	Hvy.16.Sumosonic	5844	2003	105025	
4845	Peter Mcnab	Rock	Other	Enriching Relationships	5845		105026	
4846	Porcupine Tree	Rock	Psychedelic Rock	The Dream Tree	5846		105027	
4847	Hideaki Tokunaga	Rock	Pop	Ichigoichie Disk 5	5847	2001	105028	
4848	Kinoro_shel_ Rothschild	Rock	Electronic	Pop Ka-ved	5848	2003	105029	
4849	Rane	Rock		Live At Cheney Hall 12.28.02	5849		105030	
4850	Various	Rock		The Best Of Woodstock	5850		105031	
4851	Various	Rock		Hot Tracks: Roadkill! 2.13	5851		105032	
4852	Material	Rock		The Best Of Material	5852		105033	
4853	Bruce Springsteen And Friendsconvention Hall - December 3, 2001	Rock		Christmas Show - Asbury Park - Convention Hall - December 3, 2001	5853		105034	
4854	Man	Rock		Three Decades (disc 2)	5854		105035	
4855	Connie Francis	Rock		Souvenirs (disc 3)	5855		105036	
4856	Various	Rock		Clubbed Out - Cd2	5856		105037	
4857	Morsgatt	Rock	Gore Metal	Kick Ass Undress	5857		105038	
4858	Youth Of Today	Rock		We're Not In This Alone	5858		105039	
4859	The Mansfields	Rock	Punk	Sappy Songs For Summer Nights	5859		105040	
4860	Beatles	Rock	Rock	The Beatles & Frank Ifield On Stage (us Mono Lp)	5860	1964	105041	
4861	Del Shannon	Rock	Oldies	Greatest Hits	5861		105042	
4862	Various Artists	Rock		Pistol Grip & Fully Loaded Split	5862		105043	
4863	Robert Gordon	Rock		Too Fast To Live, Too Young To Die	5863		105044	
4864	Venerea	Rock	Punk Rock	Shake Your Booty	5864		105045	
4865	Cooter	Rock		Looking Up	5865		105046	
4866	Sandie Shaw	Rock	Pop	Love Letters	5866		105047	
4867	Buffalo Springfield	Rock	Folk/rock	Buffalo Springfield	5867	1967	105048	
4868	Marvin Gaye	Rock	Pop	Marvin Gaye And His Girls	5868	1969	105049	
4869	Cosa Nostra	Rock	Punk	Gudfadern	5869		105050	
4870	Apulanta	Rock		Ehjã¤	5870		105051	
4871	Marshall Crenshaw	Rock	Rock	Marshall Crenshaw	5871	1982	105052	
4872	Turtlehead	Rock	Punk Rock	I Preferred Their Earlier Stuff	5872	1998	105053	
4873	Le Mans -- 1986	Rock		Le Mans	5873		105054	
4874	Chubby Checker	Rock		Twistin' The Hits	5874		105055	
4875	Buzz Spectors	Rock	Punk Rock	Dangerous Playground Equipment	5875		105056	
4876	Various Artists	Rock	Oldies	A Successful Track Record	5876	1992	105058	
4877	Baby Bird	Rock		Greatest Hits Cd 2	5877		105059	
4878	Flipp	Rock		Flipp	5878		105061	
4879	The Sounds	Rock	Rock	Living In America	5879	2002	105062	
4880	Mogue Doyle	Rock		Mogue Doyle	5880		105063	
4881	Dimple Minds	Rock	Punk Rock	Durstige Mã¤nner	5881	1990	105064	
4882	Hladno Pivo	Rock	Rock	Pobjeda	5882		105065	
4883	Ã€ã«ã¥ãªã±ã ã­ã¤ã° Ã‹ã ã½ã°ã²ã±ãªã¨ã©	Rock	Rock	Ã†ã¥ã­ã¹ã¨ã­ã  Ã± \ã²ã°ã³ã¡ã®ã©\	5883	1993	105066	
4884	The Who	Rock	Rock	The Who Sell Out	5884	1967	105067	
4885	Kenny Rogers	Rock		Lucille And Other Classics	5885		105068	
4886	The W's	Rock	Rock	Trouble With X	5886	2001	105069	
4887	The Beatles	Rock	Classic Rock	The Black Album - Disc 3	5887		105070	
4888	Thomas Fersen	Rock	Chanson	Le Jour Du Poisson	5888	1997	105071	
4889	Carole King	Rock		Music	5889		105072	
4890	Matthias Meyer-gã¶llner	Rock	Other	So Ein Haus Voll Kuscheltiere	5890	2001	105073	
4891	Stjã³rnin	Rock	Pop	Eitt Lag Enn	5891	1990	105074	
4892	The Selecter	Rock		Too Much Pressure	5892		105075	
4893	Ã‘ã¥ãªã²ã®ã° Ãƒã ã§ã	Rock	Punk Rock	Ãƒã³ã«ã¿ã© Ã¬ã³ã¦ã¨ãª!	5893	1992	105076	
4894	U2	Rock	Rock	October	5894	1981	105077	
4895	Paralamas	Rock		Paralamas / 9 Lunas	5895		105078	
4896	Stranglers	Rock	Punk Rock	No More Heroes	5896	1977	105079	
4897	William	Rock	Rock	William	5897	1990	105080	
4898	Tv Smith's Cheap	Rock		Rip...Everything Must Go	5898		105081	
4899	E-sir	Rock	Club	Tumefika	5899	2003	105082	
4900	Disney	Rock	Disco	Party Beats	5900	2003	105083	
4901	Ian Dury	Rock		Apples	5901		105084	
4902	Beach Boys	Rock	Rock	Live In Connecticut 1973 (disc 2)	5902	1973	105085	
4903	The Ladybug Transistor	Rock	Pop	The Ladybug Transistor	5903	2003	105086	
4904	Sven-ingvars	Rock	Dansband	Byns Enda Blondin	5904	1994	105087	
4905	Super Grupo Colombia	Rock	Other	Cumbia Del Monte	5905	2003	105088	
4906	Dead Flowers	Rock		Dead Flowers	5906		105089	
4907	Faith Or Fear	Rock		Punishment Area	5907		105090	
4908	Years Of Static	Rock		This Is Not A Test	5908		105091	
4909	Tom Jones	Rock	Rock	Mr. Jones	5909	2002	105092	
4910	James Reyne	Rock		Hard Reyne	5910		105093	
4911	Him	Rock	Gothic Rock	Razorblade Romance (limited Edition)	5911	2000	105094	
4912	The J.J. Paradise Players Club	Rock		Wine Cooler Blowout	5912		105095	
4913	Jean Paul Sartre Experience	Rock	Rock	Jean Paul Sartre Experience	5913	1994	105096	
4914	Malconsejo	Rock	Pop	Una Hora Sin Television	5914	1997	105097	
4915	Ãã¯ã¨ã²ã ã´ã¨ã¿	Rock	Hard Rock	Ãã®ã·ã¥ã¬ã³ Ã«ã¾ã¡ã®ã¢ã¼...	5915	2004	105098	
4916	Clark Yost	Rock		Too Much Fun In A No Fun Zone	5916		105099	
4917	Ted Gã¤rdestad	Rock	Pop	Stormvarning	5917	1981	105100	
4918	Luscious Jackson	Rock	Rock	Fever In Fever Out	5918	2003	105101	
4919	Various	Rock		Best Of Rock & Rock'n'roll Cd 1	5919		105102	
4920	Zap Mama	Rock	Hip-hop	A Ma Zone	5920	2000	105103	
4921	Mr. Blackwell	Rock	Rock	Soul Man	5921		105104	
4922	Lifter Puller	Rock		Lifter Puller	5922		105105	
4923	Sloan	Rock	Rock	Pretty Together	5923	2001	105106	
4924	Th' Dudes	Rock		So You Wanna Be A Rock 'n' Roll Star	5924		105107	
4925	Wilmer X	Rock	Rock	Mambo Feber Cd 1	5925	1991	105108	
4926	Various	Rock		Noise Annoys	5926		105109	
4927	Brokeback	Rock	Pop	Looks At The Bird	5927	2003	105110	
4928	54-40	Rock	Rock	Show Me	5928		105111	
4929	Sautanz	Rock	Folk/rock	Oben Auf!	5929	1998	105112	
4930	Saint Etienne	Rock	Indie	Fox Base Alpha	5930	1991	105113	
4931	King Barbecue	Rock	Rock	The Tide	5931	1998	105114	
4932	Korovakill	Rock		Waterhells	5932		105115	
4933	Jimmy Little	Rock	Rock	Messenger	5933	1999	105116	
4934	Various Artists	Rock	Southern Rock	Southern Rock	5934	1997	105117	
4935	Gen Rosso & Ciro	Rock	Softs'n'ballads	Gen Rosso 1	5935	1992	105118	
4936	Sheldon	Rock	Rock	Psycho De Lia	5936	1997	105119	
4937	South	Rock	Rock	With The Tides	5937	2003	105120	
4938	27 Devils Joking	Rock	Punk	Spreading The Love Vibration	5938	1992	105122	
4939	Alluminogeni	Rock	Progressive Rock	Green Grapes	5939	1971	105123	
4940	Mã³a	Rock	Rock	Universal	5940	1999	105125	
4941	Ford, Lita	Rock	Hard Rock	Stiletto	5941	1990	105126	
4942	Misanthrope	Rock	Metal	Sadistic Sex Daemon - Cd1	5942	2003	105129	
4943	Wilmer X	Rock	Rock	Primitiv	5943	1998	105130	
4944	Ã‡ã¨ã­ã·ã³ãª	Rock	Instrumental Rock	Ãžã¤ã¨ã­ã®ãªã¨ã© Ã‚ Ãã®ã·ã¨	5944	2002	105131	
4945	Minimal Compact	Rock		The Figure One Cuts	5945		105132	
4946	Freak Kitchen	Rock	Rock	Junk Tooth	5946	1997	105133	
4947	Merczrioucromos	Rock		Cromoterapia	5947		105134	
4948	Todd Duane	Rock	Instrumental Rock	Todd Duane	5948	1995	105135	
4949	Alan Frew	Rock	Pop	Wonderland	5949	2000	105136	
4950	Vixen	Rock	Rock	Rev It Up	5950	1990	105137	
4951	Elaine Paige	Rock		Love Can Do That	5951		105138	
4952	Law And Order	Rock		Rites Of Passage	5952		105139	
4953	Mudhoney	Rock	Rock	Fuzzbusters	5953		105140	
4954	Marc Olsen	Rock	Rock	Didn't Ever...Hasn't Since	5954		105141	
4955	Palatine: The Factory Story (various)s	Rock		Volume 1 - Tears In Their Eyes	5955		105142	
4956	Cugini Di Campagna	Rock	Pop	Anima Mia + Successi	5956	1997	105143	
4957	Burnin Red Ivanhoe	Rock	Progressive Rock	Burnin Red Ivanhoe	5957	1970	105144	
4958	Toto	Rock	Rock	Greatest Hits Cd 2	5958	1996	105145	
4959	Elisel	Rock		Ironie Du Sort	5959		105147	
4960	Ãã¥ã±ã­ã¿ã°ã»	Rock		Ãã¥ã°ã¥ã§ã®ã¢ã»ã© Ã±ã®ãª	5960		105148	
4961	Green	Rock	Progressive Rock	Life	5961	2003	105149	
4962	Anubi	Rock	Metal	Kai Pilnaties Akis Uã¾merks Mirtis	5962	1997	105151	
4963	Betty Legler	Rock		Now!	5963		105153	
4964	Sharkbrother	Rock		Taj Mahala	5964		105155	
4965	Ãšã®ã«ã¨ã¡ã°ã¨	Rock	Electronic	Ãã¥ã¬ã¨ãªã±ã»	5965	1998	105156	
4966	Pale	Rock	Hard Rock	Bikerfest 08.06.02 (cd1)	5966	2002	105158	
4967	?? ?? ??	Rock		??? ??	5967		105159	
4968	Jethro Tull	Rock		Tales From The Crystal Flute	5968		105160	
4969	Muertos Una Vez	Rock	Rock	Vago	5969	2003	105161	
4970	Saez	Rock	Rock	Jours Etranges	5970	1999	105162	
4971	Daryl Hall	Rock	Pop	Soul Alone	5971	1993	105163	
4972	Various	Rock		John Jacobs And The Power Team Soundtrack	5972		105164	
4973	Gang	Rock		Le Radici E Le Ali	5973		105165	
4974	Creed	Rock	Rock	Human Clay	5974	1999	105166	
4975	Derringer	Rock	Rock	Live At The Paradise Theater	5975	1978	105167	
4976	Bryan Ferry	Rock	Rock	Aphrodisiac [disc 2]	5976	1988	105168	
4977	Taraxacum	Rock	Metal	Rainmaker	5977	2003	105169	
4978	Michael Benson	Rock		Sunlight Of The Heart	5978		105170	
4979	Icehouse	Rock		Man Of Colours	5979		105172	
4980	My Life Story	Rock	Rock	The Golden Mile	5980		105173	
4981	Crowded House	Rock	Rock	Live At The Hanover Grand (disc 1)	5981		105174	
4982	Various Artists	Rock	Soul	Heart Of Soul Classics	5982	2000	105175	
4983	Brian Flynn	Rock		For The Folks	5983		105176	
4984	Bonobos	Rock	Pop	Hover Hover	5984	2004	105177	
4985	Wayne Morris Band	Rock	Rock & Roll	Let Yourself Go !	5985	2002	105178	
4986	Various	Rock	Soul	Electric Soul	5986	2003	105179	
4987	Nikolo Kotzev's	Rock	Rock	Nostradamus Cd 1 (2001)	5987	2001	105180	
4988	Kidneythieves	Rock	Rock	Zerospace	5988	2001	105181	
4989	An Pierlã©	Rock	Rock	Helium Sunset	5989	2002	105182	
4990	Lisa Palea	Rock	Other	The Edge Of The Bed: Cyborgasm 2	5990	1994	105183	
4991	Papa Mali	Rock	Funk	Thunder Chicken	5991	2000	105184	
4992	Promoe	Rock	Hip-hop	The Long Distance Runner	5992	2004	105185	
4993	Robby Valentine	Rock	Pop	Valentine 1	5993	1996	105186	
4994	Trend Sounds	Rock		Trend Sounds	5994		105187	
4995	Big Figures	Rock	Rap	Game Tight: Volume 1	5995	2000	105188	
4996	Various	Rock	Metal	Off Road Tracks Spezial Vol.50	5996	2001	105189	
4997	Forever Changed	Rock	Rock	Drifting Into Amazing	5997	2002	105190	
4998	Bon Jovi	Rock	Rock	Crush	5998	2000	105191	
4999	Overbass	Rock	Alternrock	Libertad	5999	1999	105192	
5000	Still Under The Limit	Rock	Rock	Still Under The Limit	6000	2000	105193	
5001	Texas Chopped	Rock	Rap	111 Coast Game Vol 1	6001		105195	
5002	Revival	Rock	Techno	Vol3 Cd2	6002	2003	105196	
5003	Soulhat	Rock		Good To Be Gone	6003		105197	
5004	Jimi Hendrix	Rock		Gypsy Sun And Rainbows (disc 2)	6004		105198	
5005	Aborym	Rock	Black Metal	With No Human Intervention	6005	2002	105199	
5006	Pantera	Rock		Hellbound 4	6006		105200	
5007	Toby Emerson	Rock	Techno	Phuture	6007	2003	105201	
5008	Alice In Chains	Rock	Alt. Rock	Little Red Rooster	6008	1993	105202	
5009	The Sisters Of Mercy	Rock		Some Boys Wander By Mistake - Rel.1	6009		105203	
5010	Various	Rock	Techno	Techno Explosion Cd1	6010	1997	105204	
5011	Extreme	Rock	Hard Rock	Waiting For The Punchline	6011	1995	105205	
5012	Megan Metcalfe	Rock		Megan Metcalfe	6012		105206	
5013	De Driestar	Rock	Other	Ook Uit De Mond Der Kinderen (2 - 1)	6013		105207	
5014	Pearl Jam	Rock	Rock	Paris2	6014	2000	105208	
5015	Kansas	Rock		Down The Road (bootleg)	6015		105209	
5016	N.E.R.D.	Rock	Hip-hop	Fly Or Die	6016	2004	105211	
5017	White Lion	Rock	Metal	The Best Of White Lion	6017	1992	105212	
5018	Slipknot	Rock	Metal	Iowa	6018	2001	105213	
5019	Savatage	Rock	Hard Rock	Streets - A Rock Opera	6019	1991	105214	
5020	Peter Maffay	Rock	Pop	Tabaluga Und Das Verschenkte Glã¼ck	6020	2002	105215	
5021	El Otro Yo	Rock		Contagiandose La Alegria Del Otro	6021		105216	
5022	Gary Numan	Rock	Alternative	Desire	6022	2001	105217	
5023	Zebra Head	Rock		Playmate Of The Year	6023		105218	
5024	Phil Collins	Rock		Megamix	6024		105219	
5025	Sonny Thomson	Rock		The Ep Collection	6025		105220	
5026	White Zombie	Rock	Heavy Metal	Black Plague	6026	1995	105221	
5027	Patti Smith	Rock	Rock	Land (1975 - 2002) Disc 2	6027		105222	
5028	Rough Silk	Rock	Metal	Wheels Of Time Cd1	6028		105223	
5029	Various	Rock		The Crystal Horizon - Shadows Of Winter Vol. 2	6029	2003	105224	
5030	Gorillaz	Rock	Rock	G Sides (japanese)	6030	2001	105225	
5031	Swans	Rock		Children Of God	6031		105226	
5032	Melissa Etheridge	Rock	Rock	Precious Pain (boulder Colorado Oct 1 1989)	6032	1989	105227	
5033	Prevailing Word Chorus Choir Live!, The	Rock	Contemporary Christian	Living As Disciples	6033	1999	105228	
5034	Band Of Gypsys	Rock	Classic Rock	12/31/69 Fillmore East - New York City, Ny	6034	1968	105229	
5035	David Piccioni	Rock	House	Azuli Presents Miami 2003 Cd.1	6035	2003	105230	
5036	Disco Classics	Rock	Disco	Disco Classics	6036		105231	
