artist	category	genre	title	tracks	year	id
Richard Anthony	Misc	Chanson	J'entend Siffler Le Train	2571	1993	101617
Christopher Lawrence	Misc	Trance	Temptation	2573	1999	101619
Dance Classics	Misc	Hip Hop	Vol. 8	2574	1997	101620
Afro Celt Sound System	Misc	World	Volume 3: Further In Time	2575	2001	101621
Various	Misc	House	Classic To The Core-volume One	2577	1995	101623
Various Artists	Misc	Misc	The Best Of The Golden Love Songs Vol. 1	2578	1990	101624
Dj Beej	Misc	Trance	Rubber 2001	2579	2001	101625
Olivier Velay	Misc	House	Distance House Vol. 04 [distance]	2580	2003	101626
Various Artists	Misc	Electronic	Maharaja Night	2581	1992	101627
Henning Mankell	Misc	Speech	Innan Frosten - Cd4	2583	2002	101629
Mixed By Nick Warren	Misc	Trance	Gu011 Budapest [cd1]	2584	1999	101630
Spacemen 3	Misc	Indie	Perfect Perscription	2585	1996	101631
Icons	Misc	Misc	Emotions With Intellect	2587	2013	101633
Various Artists	Misc	Lo-fi	Sueno Latino (cd2) Sueno Bar	2591	2002	101637
Rezistance	Misc	Techno	Capacitorz	2592	1998	101638
Spacemen	Misc	Florida Breakbeats	Spacemen	2593	1999	101639
J.K. Rowling	Misc	Vocal	Harry Potter And The Order Of The Phoenix	2594	2003	101640
Various Artists	Misc	Club	Dj Pool Vol. 2	2595	1997	101641
Compilation Variã©	Misc	Electronic	How Do You Sleep ? Cd 2 / 2	2596	2001	101642
Chucho Avellanet	Misc	Misc	Los Aã±os Rico-vox 62-66	2598	1967	101644
S+h	Misc	Speech	Jak Hurvinek Potkal Mozarta	2599	2002	101645
Stryke	Misc	Misc	Reality Base	2600	1997	101646
Existencia De Odio	Misc	Misc	1989-1996 Por Siempre	2601	2018	101647
Various Artists	Misc	Dance	Club Beats Series 5 Vol 8 Cd2	2602	2019	101648
Various	Misc	Techno	Chrishi - Mixed 11-03 Vol. 2	2603	2003	101649
Various Artists	Misc	Trance	This Is... Ibiza Summer 2000 (disc 1)	2604	2000	101650
Armand Van Helden	Misc	House	Funk Phenomena The Album	2606	2002	101652
Various	Misc	Club	Promo Only Mainstream Club 03-93	2608	1993	101654
Various	Misc	Misc	See You	2609	2000	101655
Chuck Berry	Misc	Rock	Rockin At The Hops	2611	1960	101657
Kidsongs	Misc	Misc	Cars, Boats, Trains, Planes	2612	2011	101658
Various Artists	Misc	Symphonic Rock	Christmas Favourites Disc 2	2613	2005	101659
Nat King Cole	Misc	Boleros	Versiones Originales	2614	2000	101660
Xaroula Lamprakh	Misc	Laika	Fylakes Monasthria Treladika	2615	2003	101661
The Chuck Wagon Gang	Misc	Misc	A Golden Legacy	2617	2013	101663
Lys Assia	Misc	Oldies	O Mein Papa	2618	Year: 1952	101664
Various Artist	Misc	Rac	Guess Who`s Coming For Seconds	2619	1999	101665
Os Monarcas	Misc	Rock	30 Anos De Estrada	2620	1994	101666
Pelle Lindblom	Misc	Speech	Mitt Ã¶ga - Samlade Krã¶nikor Och Andra Bekã¤nnelser	2621	2001	101667
Iiird Tyme Out	Misc	Bluegrass	Singing On Streets Of Gold	2622	2002	101668
Oi Polloi	Misc	Misc	Outraged By The System	2623	1996	101669
Eduardo Falu	Misc	Misc	Coleccion De Oro	2624	2003	101671
Artistas Varios	Misc	Mãºsica Cubana	Cuba Es Mãºsica - Vol. 1	2625	2000	101672
Richard Gilly	Misc	Chanson	Reves D'elephant	2626	1993	101673
Mouloudji	Misc	Chanson	Les Meilleures Chansons De Mouloudji	2627	2022	101674
Dionne Warwick	Misc	Ballad	Dionne Warwick 36 All Time Favorites	2628	1999	101675
Zellberg Buam	Misc	National Folk	Des Isch Bã¤rig	2629	2000	101676
Giannhs Papaiwannou	Misc	Rempetika	Spanies Ekdoseis-afierwma	2630	2002	101677
Peter Nagy	Misc	Misc	Sachy Robia Cloveka	2631	1989	101678
Marty Haugen	Misc	Misc	Gather Us In (remastered Edition)	2633	1997	101680
Original Naabtal Duo	Misc	Volksmusik	A Bisserl Glã¼ck, A Bisserl Freud	2634	1991	101681
Romanens Thierry	Misc	Chanson	Les Saisons Du Paradis	2635	2004	101682
Gatlin Brothers	Misc	Misc	Gospel	2639	2012	101686
Captain And Tennille	Misc	Misc	Greatest Hits	2640	1975	101687
Shriekback	Misc	Funk	Naked Apes & Pond Life	2641	2000	101688
Le Tone	Misc	Misc	Play List Sampler	2642	2016	101689
Jorge Camargo	Misc	Misc	20 Anos De Estrada - Anos 90	2643	2012	101690
Toril Meling	Misc	Avantgarde	Love In Eternity	2645	2003	101692
Various	Misc	Indie	Global Indie Club Pop	2646	2003	101693
Toke Divinal	Misc	Samba	Pra Sambar	2648	1997	101695
Astor Piazzolla	Misc	Tango	Adiã³s Nonino	2649	1991	101696
Obie Bermudez	Misc	Latin	Confesiones	2650	2003	101697
Kenneth Cope	Misc	Contemporary Christian	Hear My Praise	2651	2002	101698
Patty Loveless	Misc	Country	Patty Loveless Classics	2652	1999	101699
Victor Victor & La Vellonera	Misc	Misc	Cajita De M Sica	2653	2014	101700
Ellen Cleghorne	Misc	Comedy	Mermaid	2654	1999	101701
The 45s	Misc	Rock/pop	The 45s [jp]	2655	2003	101702
The Rambos	Misc	Christian Rock	The Very Best Of (www.Gerth.De)	2656	2003	101703
Falcom Sound Team J.D.K.	Misc	Game	Falcom Vocal Collection 2 [disc2]	2657	1991	101704
Franco De Vita	Misc	Misc	De Coleccion	2659	1990	101706
The Little Rabbits	Misc	Misc	Dedalus	2660	1993	101707
Try `n` B	Misc	Funky	Sexy Eyes	2663	1992	101710
Antena	Misc	Electro-samba	Camino Del Sol	2664	2004	101711
New Direction	Misc	Misc	Get Your Praise On	2665	2000	101713
Various	Misc	Other	Quart03 Festival	2666	2003	101714
Roberto Sierra	Misc	Misc	Chamber Works	2667	2017	101715
The Devils	Misc	Artful Records	Dark Circles	2668	2002	101716
Duke Ellington	Misc	Swing	The Duke	2669	1961	101717
Pharcyde	Misc	Misc	Plain Rap	2670	1995	101718
Matt And Pauly Zarb	Misc	Rock	Chameleon	2671	2003	101719
Ov7	Misc	Rock	Cd00	2672	2001	101720
Mecano	Misc	Misc	Descanso Dominical	2673	1990	101721
Tomek Kaminski	Misc	Misc	Male Milosci	2674	2016	101722
2pac	Misc	Rap	R U Still Down? [remember Me] (disc 1)	2675	1997	101723
Gordon Haskell	Misc	Misc	Hambledon Hill	2676	2008	101725
Nell Bryden	Misc	Alternative	Day For Night	2678	2003	101727
Luiz Carlos Da Vila	Misc	Samba	Raã§as Brasil	2679	2016	101728
Daniel Darc	Misc	Chanson	Crã¨vecoeur	2680	2004	101729
Rudeluck	Misc	Chanson	Rudeluck	2681	1998	101730
Various	Misc	Gothic	Cryptichon Cd2	2682	1999	101731
Elza Soares	Misc	Misc	Trajetã³ria	2683	2008	101732
Various	Misc	Soul	Cd Pool Street Beats 5-1 Cd 2	2684	2001	101733
Unknown	Misc	Unknown	Patentsex	2685	2001	101735
Crystal Kay	Misc	Soul	4real	2686	2003	101736
Steve Grace	Misc	Christian	One Night In A Million	2687	2014	101737
Â©pâµã˜â°â·	Misc	Misc	Â·râªâºâ¥ãº	2688	1996	101738
The Sim Redmond Band	Misc	Folk-rock	Life Is Water	2689	2001	101739
Electric Junkies	Misc	Alternrock	Electric Junkies	2691	1995	101741
Love Hina	Misc	Soundtrack	Song Collection	2692	2000	101742
Rupert Parker	Misc	Rock	Introducing Rupert Parker	2693	2001	101743
Xl	Misc	Progressive Rock	Surreal	2694	2002	101744
16b	Misc	House	How To Live 100 Years	2695	2002	101745
Eddie Murphy	Misc	R&b	Love's Alright	2696	1992	101746
Kenny Drew Love Special	Misc	Jazz	My Funny Valentine	2698	1988	101748
Orsi	Misc	Pop	Ha Lemegy A Nap	2700	1997	101750
Christopher Peacock	Misc	Misc	Simple Gifts	2701	2018	101751
Matt Mcgee	Misc	Worship	Worship Through The Valley	2702	2004	101752
The Porridge Men	Misc	Misc	Planet Porridge	2704	2003	101754
Nick Cave And The Bad Seeds	Misc	Misc	Tender Prey	2705	1988	101755
Heather Small	Misc	Soul	Proud	2707	2000	101757
Die Tippels	Misc	Classic Rock	Mike's New Fiddle	2708	1999	101758
Immanuel Lobpreiswerkstatt	Misc	Contemporary Christian	Mit Ganzem Herzen Vol. 2	2709	1999	101759
Titango	Misc	Tango	I Tango You	2710	2000	101760
Oldelaf & Monsieur D	Misc	Comedy	Chansons Con	2711	2003	101761
Insane Clown Posse	Misc	Icp	Carnival Of Carnage	2713	2023	101763
Dj Bobo	Misc	Misc	Celebration Cd 2	2714	2001	101764
M	Misc	Other	Le Tour De M (2)	2715	2001	101765
Phonetic Bellboy	Misc	Misc	Funk Junk Automatic	2716	1998	101766
Off Da Hook	Misc	Hip-hop	Off Da Hook	2717	1996	101767
Curve	Misc	Misc	Come Clean	2719	1998	101769
Johann Sebastian Bach	Misc	Classical	Bachs Johannespassion-stationen Und Strukturen	2720	2004	101770
Mais Uma	Misc	Worldmusic	Samba & Mehr	2721	2002	101771
Various Artists	Misc	Jpop	Aube Collection	2722	2001	101772
Various Artists	Misc	Techno	Best Of Rave - Volume 2	2723	1993	101773
Rudy Linka	Misc	Pop	Lucky Southern	2725	2003	101775
Scythe	Misc	Black Metal	On My Way Home	2726	2002	101776
Louis Sachar	Misc	Speech	Lã¶cher (die Geheimnisse Von Green Lake)	2729	2000	101779
Ola Onabule	Misc	Soul	More Soul Than Sense	2730	1995	101780
Robby Longley	Misc	Alternative	Chasing The Dragon	2731	2002	101781
Electric Experience	Misc	Rock	Share The Blues	2732	2021	101782
Sfeq	Misc	Alternative	United Volume 2	2733	1997	101783
His Holy Hill	Misc	Christian Worship	All Our Praise	2736	2001	101786
Phoenyx	Misc	Misc	Keepers Of The Flame	2737	2021	101787
Various Artists	Misc	Meditative	Kharma Beats - Joy	2738	2001	101788
Torben Westergaard	Misc	Jazz	What I Miss	2739	1990	101789
Baby V.O.X	Misc	Misc	Why (baby Vox 4th)	2741	2000	101791
Rozalla	Misc	Dance	Everybody's Free-style 1993 (rmixed To Perfection)	2743	1993	101793
Tarantula Rubra	Misc	Ethnic	Pizzica La Tarantula	2744	2001	101794
Glay	Misc	Rock	Heavy Gauge	2745	1999	101795
Rick And Brad	Misc	Comedy	Yearbook 97	2746	1997	101796
Great Minds Of The Western Intellectual Tradition I	Misc	Speech	Classical Origins	2747	2001	101797
The Cure	Misc	Gothic Pop	Mixed Up	2748	2000	101798
The Sound Of Infinity	Misc	Trip-hop	Trip Hop From Outer Space	2749	1997	101799
Various Artists	Misc	Gabber	Hardcorps	2750	1998	101800
Maeve Binchy	Misc	Speech	Tara Road (3 Of 16)	2752	1998	101802
Various Artists	Misc	Jungle	Nu Skool Update	2753	1996	101803
Shadows	Misc	Pop	Shadow Music	2754	1998	101804
Eglise Sans Frontiã¨re & Friends	Misc	Gospel	Expression De Louange	2755	2003	101805
Various	Misc	Trip-hop	The K&d Sessions (part One)	2758	1998	101808
Taxi	Misc	Electronic	Blue Zero One	2761	2001	101811
Compilation	Misc	Dance	12\ 80's Dance Groove Classics (cd 2)	2762	1998	101812
Various	Misc	Dance	Euro Dance Tracks	2764	1996	101814
John Grisham	Misc	Audio Book	The Street Lawyer	2765	1998	101815
Barron's	Misc	Other	Mastering Japanese - Disc 4	2766	1963	101816
Musica De Ses Salinas	Misc	Ambient	The Ibizarre Ambient Collection Cd 1	2769	2000	101819
Joanne K. Rowling - Stephen Fry	Misc	Speech	Harry Potter And The Order Of The Phoenix	2772	2003	101822
Morphology	Misc	Jazz	Afro-mystik	2774	2003	101824
Divers - Koto	Misc	Chanson	Vive La France 1 (vol.2) - Maxi's	2775	1977	101825
Various Artists	Misc	Experimental	Sonic Abstractions	2776	2002	101826
Various	Misc	House	Ministry Of Sound: The Nightlife [cd3]	2778	2002	101828
Various	Misc	Trance	Trancemaster 20 Cd 1	2780	1998	101830
Jessica Harper	Misc	Misc	Nora's Room	2782	2021	101832
Paul Mauriat	Misc	Easy Listening	La Gran Orquestra De Paul Mauriat	2783	1966	101833
Haemorrhage	Misc	Rock	Anatomical Inferno	2784	1998	101834
Hã¶rspiel	Misc	Other	Jana Und Der Riese Mit Den Roten Haaren	2785	2001	101835
The Beatles	Misc	Classic Rock	The Beatles 1962-1966 Cd2	2786	1993	101836
Robert Broberg	Misc	Other	Morot, Raka Vã¤gen Till Dig	2787	2000	101837
Lupillo Rivera	Misc	Latin	Sufriendo A Solas	2788	2001	101838
Felipe Pirela	Misc	Misc	Poker De Corazones 2	2789	2006	101839
Namco	Misc	Game	Alpine Racer	2790	1995	101840
Ray Conniff	Misc	Easy Listening	World Of Hits	2791	1966	101841
Mauna Malahini Islanders	Misc	Ethnic	From Hawaii With Love	2792	1992	101842
Anders Frandsen	Misc	Christmas	Julens Sange	2794	2018	101844
Swf3 Radio Comix	Misc	Comedy	Die Songs - Das Beste Aus Allen Comix-serien	2795	1995	101845
Nino Bravo	Misc	Vocal	Tãº Cambiarã¡s	2796	1996	101846
Patricia Gonzalez	Misc	Misc	Patricia Gonzalez	2797	2020	101847
Leo Kottke	Misc	Folk	\mudlark\	2798	1971	101848
Bernard Herrmann	Misc	Soundtrack	North By Northwest	2799	1980	101849
The Righteous Brothers Righteous Brothers	Misc	Oldies	Unchained Melody- The Very Best Of The Righteous Brothers	2802	1990	101852
The Steve Miller Band	Misc	Rock/pop	Book Of Dreams	2803	1972	101853
Mike Rimbaud	Misc	Other	Mutiny In The Subway	2804	1989	101854
A. Aallon Rytmiorkesteri	Misc	Classical	Jos Vain Tietã¤isit	2805	2000	101855
Leif Kronlunds Storband	Misc	Dancemusic	Big Band Dancing Is Back	2806	1987	101856
Under	Misc	Misc	Glamorous Hearts (and Other Broken Mistakes)	2807	1999	101857
Gustavo Lima	Misc	Christian Rap	Ya No Soy Un Iracundo	2808	2003	101858
Neil Diamond	Misc	Other	The Neil Diamond Collection	2810	2000	101860
Henry Castro	Misc	Bachata	Nueva Vida	2811	2002	101861
Sed Inmortal	Misc	Rock	Lagrimas De Sal	2812	2000	101862
Dream Street	Misc	Pop	The Biggest Fan	2813	2002	101863
Pupo	Misc	Pop	L'album Dei Ricordi	2814	1998	101864
Various	Misc	Misc	On The Beach	2815	2011	101865
Dennis Pavao	Misc	Hawaiian	Ka Leo Ki`eki`e	2816	1986	101866
Placido Domingo	Misc	Misc	Songs Of Love Disk 1	2817	2008	101868
Alen Vitasovic	Misc	Pop-folk	Gusti Su Gusti	2819	1994	101870
Wind	Misc	Deutscher Schlager	Total Verliebt	2820	1994	101871
Orquesta Aquiles Mireles Perales	Misc	Misc	Con Humilde Cantar	2821	2023	101872
Various Artists	Misc	Christian	Today's Christian Music	2823	2003	101874
Various	Misc	Schlager Deutsch	Schlagergold Ii Vol. 3	2824	2000	101876
Dirty Hands	Misc	Trip-hop	Bleus	2825	1994	101877
M. Kids	Misc	Pop	Crazy	2826	2002	101878
Yul	Misc	Misc	Landing Space	2828	2019	101880
Els Pets	Misc	Rock & Roll	Agost	2829	2004	101881
Udo Jã¼rgens	Misc	Unknown	Es Werde Licht	2830	2003	101882
Cccp	Misc	Misc	The World	2831	2018	101883
Tiger Lillies, The - Kronos Quartet	Misc	Misc	Gorey End, The	2832	2003	101884
Breathe	Misc	Misc	The Laughing Dolls	2833	2023	101885
Sabien Tiels	Misc	Misc	Hou Je Morgen Nog Van Mij	2834	2000	101886
Ney Lopes	Misc	Mpb	Canto Banto	2835	1995	101887
Various	Misc	Babies	Babies Lullaby Time	2836	2002	101888
Reijo Taipale	Misc	Suomi	Tulisuudelma	2837	1990	101889
Hana Zagorova	Misc	Pop	Naveky Zustane Cas	2838	2003	101890
Alfredo Cardim Trio	Misc	Bossa Nova	Bossa Nova Bossa Blues	2840	1995	101892
Various Artists	Misc	Latin	The Sense Of Cuba	2841	2001	101893
Luc De Larochelliã¨re	Misc	Rock	Les Nouveaux Hã©ros	2842	1996	101894
Na Leo	Misc	Misc	Hawaiian Christmas Gift	2843	2007	101895
Liberty 37	Misc	Other	God Machine	2844	2001	101896
Roupa Nova	Misc	Misc	Frente & Versos	2845	1990	101897
Various	Misc	Pop	Hitpack	2846	2002	101898
Victor Manuel	Misc	Misc	Sin Memoria	2847	2022	101899
Camela	Misc	Misc	Lagrimas De Amor	2848	1994	101900
Vision Of Disorder	Misc	Misc	Imprint (japanese Edition)	2850	1998	101902
Diomedes Diaz	Misc	Misc	De Frente	2851	1977	101903
Ira!	Misc	Rock	Entre Seus Rins	2852	2001	101904
Varios Artistas	Misc	Misc	Pe De Serra	2854	2003	101906
Yentl	Misc	Soundtrack	Soundtrack	2855	1983	101908
Cicc	Misc	Contemporary Christian	For His Pleasure - Worship From Coastlands International Christian Centre	2856	1999	101909
Florent Pagny #2	Misc	Vocal	Play-backs V204	2857	2001	101910
Datach'i	Misc	Electronic	Mmale And Ffemale	2858	2004	101911
Willa Ford	Misc	Pop	Willa Was Here	2859	2001	101912
Various Artists	Misc	Other	Soirã©e Cocktail	2861	1999	101914
Skã¦rmtrolden Hugo	Misc	Humor	Skã¦rmtrolden Hugo	2862	1991	101915
Various	Misc	Dance	Nite Dance 2 - Disc Two	2864	2001	101917
Heaven Sent	Misc	Misc	Songs Supreme	2865	2003	101918
Michel Sardou	Misc	Chanson	Bercy 93 - Cd1	2867	1993	101921
Various	Misc	Top 40	Wmc December 1992	2868	1992	101922
Simone	Misc	Misc	Celebridades Da Mpb - Simone Disc 1	2869	2019	101923
Sumack	Misc	Misc	Now Hear This	2870	2000	101924
Various	Misc	Misc	Rolling Stone - New Voices Vol. 3	2871	1995	101925
Beate Ling	Misc	Misc	Die Playback-cd Zum Songbook	2872	1997	101926
Seal	Misc	Misc	Seal	2874	1994	101928
Tavares	Misc	Pop	The Best Of Tavares	2876	2000	101930
Bao Yen	Misc	Misc	Nho Me	2878	1992	101932
Dave Morrow	Misc	Alternative	Siloloqy	2879	1999	101933
Astrid Lindgren	Misc	Vocal	Lillebror Och Karlsson Pã¥ Taket	2880	2002	101934
Twila Paris	Misc	Misc	Cry For The Desert	2881	1990	101935
Matthew G. Davidson	Misc	Misc	Blue Forest Mass	2882	1997	101936
Laura`simms]p[the`real Myth Ensemble	Misc	Speech	Fish Tales	2883	1993	101937
Umberto Eco	Misc	Misc	Wie Man Mit Einem Lachs Verreist	2884	2002	101938
Celtic Collection - Celtic Harp	Misc	Celtic	Celtic Collection - Celtic Harp	2889	1999	101943
Various	Misc	Rock	Gram Parsons And The Fallen Angel - Live 1973	2890	1982	101944
Inger Lise Rypdal	Misc	Pop	Tid	2892	1997	101946
David Hasselhof	Misc	Misc	Crazy For You	2894	1990	101948
Cyndi Thomson	Misc	Country	My World	2895	2001	101949
Anne Takens	Misc	Vocal	De Mooiste Kerstboom	2896	1997	101950
Perpetuum Jazzile	Misc	Acapella	Igra	2897	2003	101951
Various Artists	Misc	Misc	The Great Music Giveaway	2898	2010	101952
Club Nouveau	Misc	Pop	Under A Nouveau Groove	2899	1989	101953
Kor De Ville	Misc	Misc	Himmelen Kysser Jorden	2900	1995	101955
Willy Astor	Misc	Misc	Der Schatz Im Silbensee	2901	1995	101956
Denison Marrs	Misc	Misc	World Renown For Romance	2903	2008	101958
Destination Trance	Misc	Dance	Destination Trance (cd1)	2904	2003	101959
Erich Avinger	Misc	Ambient	Sã­	2905	2003	101960
A-ha	Misc	Rock	Minor Earth | Major Sky	2909	2000	101964
Djavan	Misc	Misc	Ao Vivo - Disc 2	2910	1999	101965
Zezã© Di Camargo & Luciano	Misc	Sertanejo	Ao Vivo	2911	2001	101966
Various Artists	Misc	Gothic	German Mystic Sound Sampler - Indie-classics Volume Ii	2913	1991	101968
Kid Loco	Misc	Misc	Kill Your Darlings	2914	2001	101969
Tom Waits	Misc	Other	Jockey Full Of Bourbon (disc 1)	2915	1999	101970
Beatles	Misc	Misc	Unsurpassed Masters Vol. 3	2916	2022	101971
Frequency Construct	Misc	Industrial	Deviant Behavior	2917	2004	101972
Anc Album	Misc	African	Sekunjalo	2918	1993	101973
Al Green	Misc	Misc	Don't Look Back	2919	2020	101974
Various	Misc	R&b	Smooth Luv	2920	1996	101975
Various	Misc	Christmas	Posadas Volumen 4	2921	2002	101976
Va	Misc	Disco	Remember You Holiday Cd 1	2922	1994	101977
Gustav Leonhardt	Misc	Instrumental	Aontoine Forqueray: Suite In D, Suite In G	2924	1991	101979
Jean Michel Jarre	Misc	Misc	Musik Aus Zeit Und Raum	2925	2022	101980
Loren Mazzacane Connors	Misc	Avantgarde	A Possible Dawn	2926	1998	101981
Dos Lunas	Misc	Indie	Sinfonia Latina	2927	2002	101982
Various Artists	Misc	Classical	Classic Chills	2928	2003	101983
Various Artists	Misc	Ethnic	The Rough Guide To Arabesque	2929	2002	101984
David Pack	Misc	Easy Listening	Unborn	2930	2003	101985
Antonã­n Dvorã¡kka Brankovic	Misc	Classical	Works For Violin And Piano - Tanja Becker-bender, Senka Brankovic	2932	1998	101987
Various	Misc	Rock & Roll	Bayou Rockabilly Cats	2933	2000	101988
Manu Dubango	Misc	Ethnic	Wakafrika	2935	1994	101992
Various Artists	Misc	Club	Floating On... - Vibes From Chilled Jazz, Soulful Tone Keep You Warm	2937	2003	101994
Hed Kandi	Misc	Funk	Nu Cool (cd1) - Cda	2938	1998	101995
Various	Misc	Dance	Dj Culture - Cd 3 - Nick Warren	2939	1995	101996
Lo Fidelity Allstars	Misc	Misc	Don't Be Afraid Of Love (promo Bootleg)	2940	2000	101997
Abbacadabra	Misc	Pop	Abbasalute - Disk 1	2941	1999	101998
Dean Martin	Misc	Vocal	Return To Me Vol.1	2942	1958	101999
Mellow Trax	Misc	Techno	Techno Vibes	2945	2000	102002
Piano Solos By Alex Belden	Misc	Misc	Phases	2946	1996	102003
Various Artists	Misc	Soundtrack	Prince Prime Collection	2949	2000	102006
Latitude Nord	Misc	Hiphop	Dis-leur	2950	2001	102007
Floorplay	Misc	Misc	Housensual	2951	2000	102008
Vã¡rios	Misc	Techno	Rivage Volume 4	2952	2002	102009
Various Artists	Misc	Easy Listening	F.E.E.L. - Far East Easy Listening	2953	2001	102010
Cd Pool	Misc	Pop	Cd Pool Pop Beats V.10 S.06 (cd 1)	2955	2003	102012
Various Artists	Misc	Techno	Dub House Disco 2000	2956	1994	102013
Martti \huuhaa\ Innanen	Misc	Speech	Horolan Elinan Ihmeelliset Seikkailut!	2957	2004	102014
Nana Vasconcelos	Misc	Misc	Africadeus-n.Angelo-novelli	2958	1975	102015
Various Artists	Misc	Techno	Genetic Error 3 - The Acid Chapter	2959	1994	102016
Press To Transmit	Misc	Electronic	Outer Dislocations	2960	2002	102017
Various Artists	Misc	Disco	Your Disco Needs You	2961	2001	102018
Va	Misc	Hip-hop	The Ultimate Lessons 3	2965	2003	102022
Various Artists	Misc	Trance	D-trance 1 2002	2966	2001	102023
Orbital	Misc	Misc	Orbital (green Album)	2968	1991	102025
Va	Misc	Dance	Club Anthems Cd2	2969	2001	102026
Various	Misc	Misc	P@jda Vol.15	2973	2014	102030
Pierre-alain De Garriguesgrands Auteurs	Misc	Other	Papa Te Raconte Vol.16 - Poã¨mes De Grands Auteurs	2975	2000	102032
Sound Effects	Misc	Misc	Sci-fi	2976	2012	102033
Ramon Muntaner	Misc	Folk	Balades I Canã§ons	2977	1979	102034
Headcramp	Misc	Misc	Mind-blowing Beef-fest Spectacular	2978	1994	102035
Connie Francis	Misc	Oldies	Connie Francis	2980	1960	102037
Bronco	Misc	Misc	Cumbias Sin Rodeos	2981	1986	102038
The Platters	Misc	Gospel	Songs Of Love And Inspiraton	2983	1960	102040
Petula Clark	Misc	Misc	Downtown	2984	1996	102041
Nobody's Business	Misc	Rock & Roll	Waykool Rock And Roll	2985	1996	102042
Los Rayos De San Diego	Misc	Latin	Mi Primer Amor	2986	2003	102043
Karumanta, Los Indios De Cusco, Viracocha	Misc	Other	Magie Des Andes	2987	2002	102044
The Winchester Ensemble	Misc	Christmas	Away In A Manger	2988	1995	102045
101 Strings	Misc	Musical	Famous Themes From Broadway Shows	2990	1996	102047
Joe Jackson	Misc	Pop	Look Sharp!	2992	1979	102050
Paul Und Diana	Misc	Misc	Paul Und Diana	2993	1981	102051
Srk	Misc	Chorus	Kevã¤t Herã¤si Tã¤ã¤llã¤	2994	2014	102052
Varonil	Misc	Latin	Sonidero	2995	2001	102053
Chris Andrews	Misc	Misc	Yesterday Man	2996	2009	102054
Sampler	Misc	Rac	Sampler - Wahrheit Macht Frei	2997	2001	102055
Sex Pistols	Misc	Old School Punk	Never Mind The Bollocks Here's The Sex Pistols	2998	1977	102056
Natural Toy	Misc	Misc	Are We Here Yet	2999	2003	102057
Kirk Talley	Misc	Misc	I Speak To You	3000	2001	102058
Unsane	Misc	Misc	Occupational Hazard	3001	1997	102059
Scott Joplin	Misc	Misc	The Age Of Ragtime	3002	2004	102060
Tito Rodriguez And His Orchestra	Misc	Latin	Tito Tito Tito	3005	1998	102063
Django Reinhardt	Misc	Misc	Swing De Paris	3006	2018	102064
Busserulls	Misc	Pop	Fest & Baluba	3007	1990	102065
The Police	Misc	Misc	Ghost In The Machine	3008	1981	102066
Finding Nemo	Misc	Misc	Ocean Favorites	3010	2003	102068
Proyecto Alabanza Y Adoraciã³n	Misc	Contemporary Christianchristian Rock	Marcos Witt	3011	1993	102069
Aqua	Misc	Pop	Aquarium	3012	1997	102070
Desolation Angels	Misc	Folk-rock	Anthem	3014	1989	102072
Unit Five	Misc	Misc	Langt Til Hollywood Med Hurtigruta..	3016	2004	102074
Los Petersellers Thedio	Misc	Misc	Los Petersellers Contra La Amenaza Del Dr. Thedio	3017	1997	102075
Glasshouse	Misc	Rock	Reflections	3018	2002	102076
Mannheim Steamroller	Misc	New Age	A Fresh Aire Christmas	3019	1988	102077
Royal Philharmonic	Misc	Misc	Joyous Christmas	3020	1999	102078
Beth Carvalho	Misc	Misc	Cd Duplo (1 De 2)	3022	1981	102080
Rally	Misc	Misc	Rally 5	3024	2009	102082
Various Artistsng!	Misc	Vocal	The Diva Collection - The Hollywood Ladies Sing!	3025	1989	102083
Chris Lizotte	Misc	Misc	Human Kind	3027	2013	102085
Various Artists	Misc	Soundtrack	Jungle Boogie	3028	1997	102086
Ddisselblom	Misc	Afrikaans	Bang	3029	2001	102087
Commissioner Gordon	Misc	Ska	Get In The Car	3030	2001	102088
101 Strings	Misc	Misc	Unforgettable Melodies - Disc 1	3031	1976	102089
Jody Stecher And Kate Brislin	Misc	Bluegrass	Songs Of The Carter Family	3032	2018	102090
Sydanmaa	Misc	Misc	Muisto	3034	1994	102092
Xerophonics	Misc	Electronica	Copying Machine Music	3035	2003	102093
Piet Klocke	Misc	Misc	Hiphop Fã¼r Angestellte	3037	1995	102095
Atlanta Sacred Chorale	Misc	Misc	Psalms Hymns And Spiritual Songs	3038	2003	102096
Tony Bennett	Misc	Misc	Golden Era Collection ) Tony Bennett	3039	1962	102097
Identical Strangers	Misc	Misc	Identical Strangers	3040	1997	102098
Paolo Meneguzzi	Misc	Misc	Lei Ã¨....	3042	2008	102100
The Neville Brothers	Misc	Misc	Live At Tipitina's (1982) Disc 2	3044	1998	102102
Another Bad Creation	Misc	Hiphop	Coolin' At The Playground Ya' Know	3045	1991	102103
Land & Synir	Misc	Rock	Alveg Eins Og Pu	3046	1998	102104
Howard Carpendale	Misc	Misc	Alles Ok	3047	2023	102105
Artistes Variã©s	Misc	Chanson	La Mã©moire Des Boã®tes Ã  Chansons (disque 2)	3049	1996	102107
Azãºcar Moreno	Misc	Pop	Desde El Principio	3052	2003	102110
Simone	Misc	Misc	Simone Em Duetos	3053	2003	102111
Diverse	Misc	Misc	Schlager Ã  La Carte	3054	2002	102112
Clem	Misc	Jazz	Samossa	3055	2021	102113
George Mccrae	Misc	Misc	Rock Your Baby	3056	2019	102114
