Id	Album Id	Name
17461	2352	Iijanaino Shiawasenaraba
17462	2352	Vedi Roma, E Poi Muori
17463	2353	Take The A Train
17464	2353	Rumba Triste
17465	2353	Atze's Blues
17466	2353	The Party
17467	2353	8 To 8
17468	2353	Autumn Leaves
17469	2353	All Your Love
17470	2353	Everybody Loves Somebody Some Time
17471	2353	Wah Yah
17472	2353	Vienna Swing
17473	2353	Jerusalem Shower Swing
17474	2353	Nuages
17475	2353	Doppelkonzert Fã¼r Zwei Violinen Und Orchester D-moll 1. Satz Vivace
17476	2353	After All That Jazz
17477	2354	White Cliffs Of Dover
17478	2354	Blueberry Hill
17479	2354	Old Fashioned Love
17480	2354	Basin Street Blues
17481	2354	Tiger Rag
17482	2354	Schlafe Mein Prinzchen
17483	2354	Just A Closer Walk With Thee
17484	2354	Drum Shock
17485	2354	St. James Infirmery
17486	2354	Potatoe Head Blues
17487	2354	Down By The Riverside
17488	2354	Make Me A Pallã¨t On The Floor
17489	2354	Black And Blue
17490	2355	Speed
17491	2355	Tango
17492	2355	Spare I
17493	2355	Slo-drag
17494	2355	Trinkle Tinkle
17495	2355	Monk's Mood
17496	2355	Circus Suite
17497	2355	Spare Ii
17498	2355	Blind Drive
17499	2355	Minuet
17500	2355	2300 Skiddoo
17501	2355	Chorale
17502	2356	Reservoir Dad #1
17503	2356	That Day
17504	2356	Empty Boxes
17505	2356	The Sus One
17506	2356	'for Children' No.26
17507	2356	Dreaming The Glorified Bass Player
17508	2356	The Amplified Small
17509	2356	Sketch
17510	2356	Reservoir Dad #2
17511	2356	Slim Jim
17512	2356	Little Perisher's Tantrum
17513	2356	Blue Arsed Fly
17514	2356	Little Perisher
17515	2357	The Moons A Harsh Mistress
17516	2357	Rainy Day
17517	2357	The Jody Grind
17518	2357	Ballad For Friends
17519	2357	The Night Has A Thousand Eyes
17520	2357	Your Face
17521	2357	Blueside
17522	2357	Hard To Say Goodbye
17523	2357	Time After Time
17524	2357	Happy Hour
17525	2357	Reflect
17527	2358	Strollin'
17528	2358	Freddie Freeloader
17529	2358	That Girl
17530	2358	You Know What I Like
17531	2358	The Joy Of Love & Peace
17532	2358	Sweet, Sweet Love
17533	2358	Maya
17534	2358	More Than You Know
17535	2358	Salvation Of Mrt
17536	2358	Bb's Journey
17537	2358	What's New
17538	2358	Runnin' With The Ooze
17539	2359	Goodbye Michel
17540	2359	I Should Care
17541	2359	Some Other Time
17542	2359	The Wind
17543	2359	My Favourite Things
17544	2359	My Romance
17545	2359	The Old Country
17546	2359	River Story
17547	2359	Beija Flor
17548	2359	When You Wake
17549	2360	In A Mellotone
17550	2360	All Of Me
17551	2360	Things Ain't What They Used To Be
17552	2360	Jeep's Blues
17553	2360	Mood Indigo
17554	2360	Perdido
17555	2360	Satin Doll
17556	2360	A Disarming Visit By June Christy And Stan Kenton
17557	2360	Newport Up
17558	2360	Medley:black And Tan Fantasy/creole Love Call/the Mooche
17559	2360	Passion Flower
17560	2360	On The Sunny Side Of The Street
17561	2360	El Gato
17562	2361	Portrait Of Louis Armstrong
17563	2361	Minnie The Moocher
17564	2361	Salome
17565	2361	Caravan
17566	2361	Kinda Dukish
17567	2361	Do Nothin' Till You Hear From Me
17568	2361	Love You Madly
17569	2361	Chinoiserie
17570	2361	Rockochet
17571	2361	Perdido
17572	2361	Chico Cuadralino
17573	2361	Mendoza
17574	2361	Satin Doll
17575	2362	The Great Composers Of Jazz / Waltz For Debbie
17576	2362	Acoustic Alchemy / Trail Blazer
17577	2362	Dave Pietro / Now Becoming Then
17578	2362	Fourplay / Robo Bop
17579	2362	Freddy Cole / I'm Not Alone
17580	2362	Pete Escovedo / Mis Amigos
17581	2362	Dan Siegel / From The Heart
17582	2362	Benny Bailey / West End Blues
17583	2362	Joy Adams / Something Cool
17584	2362	Olu Dara / Massamba
17585	2362	George Neal / Under Exposed
17586	2362	Bill Harlap / Blue Skies
17587	2362	Data Track / Data Track
17588	2363	Reincarnation Of A Lovebird
17589	2363	Same Girl
17590	2363	Sometimes I'm Happy
17591	2363	Straight Up And Down
17592	2363	What Reason Could I Give?
17593	2363	Farmer's Market
17594	2363	Hyperballad
17595	2363	I'm Beginning To See The Light
17596	2363	Snowfall
17597	2363	The Wind Cries Mary
17598	2363	The Very Thought Of You
17599	2363	Sadness (for Kim)
17600	2363	Love Cry
17601	2364	Coeur Artificiel
17602	2364	Mangasa
17603	2364	Macleber
17604	2364	Sino Na Bruxelles
17605	2364	Mi Amor
17606	2364	Lisano Ebandaki Na Kin
17607	2364	Dit Laurence
17608	2364	Ti Tokabwana Nakoma Ndoki
17609	2364	Gege Yoka (bolã©ro)
17610	2364	Gina Bondela Famille
17611	2364	Zulu Bangaka Basi Ya Bakulutu
17612	2365	Amandla - Miles Davis
17613	2365	Naima - John Coltrane
17614	2365	B Minor Waltz(for Elaine) - Bill Evans
17615	2365	Lorelei's Lament - Hank Crawford
17616	2365	Everything Happens To Me - Ira Sullivan
17617	2365	Nubian Lady - Yusef Lateef
17618	2365	Misty - Freddie Hubbard
17619	2365	Embracelable You - Art Farmer/jim Hall
17620	2365	Body And Soul - Julian Joseph
17621	2365	I'll Be Seeing You - Tony Fruscella
17622	2365	You Got To My Head - Lennie Tristano
17623	2365	Summertime - Herbie Mann
17624	2366	Nothing Else Matters
17625	2366	Until It Sleeps
17626	2366	For Whom The Bell Tolls
17627	2366	-human
17628	2366	Wherever I May Roam
17629	2366	Outlaw Torn
17630	2366	Sad But True
17631	2366	One
17632	2366	Enter Sandman
17633	2366	Battery
17634	2366	Smashing Pumpkins - Tonight Tonight
17635	2366	Smashing Pumpkins - Zero
17636	2367	Enlightment
17637	2367	Camargue
17638	2367	Les Tortues
17639	2367	Magnetic Highlands
17640	2367	Hot September
17641	2367	I Couldn't Believe It
17642	2367	Double Dutch Treat
17643	2367	Crã©pescule With Nellie
17644	2367	Hoo Ray For Herbie
17645	2367	Suite X
17646	2367	Drakumba
17647	2367	Unknown
17648	2368	Echo Of The Music Hall
17649	2368	Zivot Je Jen Nahoda
17650	2368	O Spanelsku Si Zpivam
17651	2368	Holduj Tanci Pohybu
17652	2368	Svita
17653	2368	Bugatti Step
17654	2368	Uvodni Slovo - Jiri Suchy
17655	2368	Tmavomodry Svet
17656	2368	Svet Naruby
17657	2368	Vyznani Lasky
17658	2368	Klobouk Ve Krovi
17659	2368	Interview S Janem Werichem
17660	2368	Podekovani Jana Wericha
17661	2369	Gil Evans / Intro
17662	2369	Jimi Hendrix / Exp
17663	2369	Strange Fruit
17664	2369	Shadows In The Rain
17665	2369	Jimi Hendrix / Little Wing
17666	2369	T.Williams / Comes A Time
17667	2369	Gil Evans / Introducing The Band
17668	2369	Consider Me Gone
17669	2369	Murder By Number
17670	2369	Roxanne
17671	2369	Tea In The Sahara
17672	2370	Trav'lin Light
17673	2370	The Moon Looks Down And Laughs
17674	2370	Don't Explain
17675	2370	Remember
17676	2370	Some Other Spring
17677	2370	What A Little Moonlight Can Do
17678	2370	Miss Brown To You
17679	2370	God Bless The Child
17680	2370	If The Moon Turns Green
17681	2370	I Hear Music
17682	2370	Lover Come Back To Me
17683	2370	Crazy He Calls Me
17684	2371	Sleepless Nights
17685	2371	Sad But True
17686	2371	I Wish It Had Been A Dream
17687	2371	Every Time You Leave
17688	2371	Still Blue
17689	2371	Childish Love
17690	2371	So Sad
17691	2371	Sad Situation
17692	2371	You're Learning
17693	2371	It Takes One To Know One
17694	2371	I'll Take The Blame
17695	2371	Home
17696	2372	Norvegian Wood
17697	2372	La Vita Intensa
17698	2372	Mr. O'malley
17699	2372	Ugly Beauty
17700	2372	Pierre Et Le Loup
17701	2372	Il Mare Si Ã¨ Fermato
17702	2372	El Choclo
17703	2372	Danza Del Gaucho Matrero
17704	2372	Danza De La Moza Donosa
17705	2372	Giroconlon
17706	2372	Social Smoker
17707	2372	La Vita Operosa
17708	2372	Let's Move To Cleveland
17709	2372	Trem Das Onze / Figlio Unico
17710	2373	Cake Walking Babies From Home (clarence Williams)
17711	2373	Bye And Bye (fletcher Henderson)
17712	2373	Original Tuxedo Rag (oscar 'papa' Celestin)
17713	2373	Nashville Women's Blues (bessie Smith)
17714	2373	Everybody Loves My Baby (muggsy Spanier)
17715	2373	You Dirty Mistreater (leola 'coot' Grant - 'kid' Wesley Wilson)
17716	2373	Yonder Come The Blues (ma Raney)
17717	2373	Cornet Chop Suey (luis Armstrong)
17718	2373	Home Town Blues (irene Scruggs)
17719	2373	Black Horse Blues (blind Lemon Jefferson)
17720	2373	High Fever (charles 'doc' Cook)
17721	2373	St. Louis Blues (thomas 'fats' Waller)
17722	2373	Pratt City Blues (bertha 'chippie' Hill)
17723	2373	Original Jelly-roll Blues (ferdinand 'jelly Roll' Morton)
17724	2374	Einzugsermã¤chtigung
17725	2374	Du Darfst Nicht Vergessen Zu Essen
17726	2374	Universal Tellerwã¤scher
17727	2374	Nã¼chtern
17728	2374	Es Mã¶chte Echt Sein
17729	2374	Franzi Und Crack
17730	2374	Kein Mitleid
17731	2374	Vorabendprogramm
17732	2374	Silenzio
17733	2374	Zum Totschlagen Zu Schã¶n
17734	2374	Unland
17735	2374	Offenbarungseid
17736	2375	Stan
17737	2375	For Smilia
17738	2375	New York In November
17739	2375	Paris Sous La Pluie
17740	2375	Micro
17741	2375	Djieske
17742	2375	Le Reve D'un Soir
17743	2375	Amati
17744	2375	Donna Lee
17745	2375	Swing For Jenny
17746	2375	Melodie Au Crepuscule
17747	2375	Lime House Blues
17748	2375	Ente Nous
17749	2375	Pent-up House
17750	2376	You're Driving Me Crazy
17751	2376	You're Driving Me Crazy
17752	2376	I'm In The Market For You
17753	2376	Blue Lou
17754	2376	Blue Lou
17755	2376	I Found A New Baby
17756	2376	I Can't Believe You're In Love With Me
17757	2376	I Can't Believe You're In Love With Me
17758	2376	The Way You Look Tonight
17759	2376	The Way You Look Tonight
17760	2376	Airiness A La Nat
17761	2376	Airiness A La Nat
17762	2376	My Old Flame
17763	2377	Gamma Ray - Gardens Of The Sinner (live)
17764	2377	Dew-scented - Soul Poison
17765	2377	Exhumed - Under The Knife
17766	2377	Sick Of It All - Relentless
17767	2377	Pro-pain - South Of Heaven
17768	2377	Godhead - The Hate In Me
17769	2377	Silber - Flieg
17770	2377	U.D.O. - Restless And Wild (live)
17771	2377	Skid Row - Thick Is The Skin
17772	2377	Ballistic - Collision Course
17773	2377	Infinite Dreams - Bad Devotion
17774	2377	Hypnogaja - Nowhere
17775	2378	Let It Snow! Let It Snow! Let It Snow!
17776	2378	The First Noel
17777	2378	I'll Be Home For Christmas
17778	2378	Sleigh Ride
17779	2378	We Three Kings-carol Of The Bells
17780	2378	O Christmas Tree
17781	2378	Santa Claus Is Coming To Town
17782	2378	Eternal Light (a Chanukah Song)
17783	2378	Ave Maria
17784	2378	Auld Lang Syne
17785	2378	The Christmas Song
17786	2378	Auld Lang Syne(the Millennium Version)
17787	2379	The Buzzard Song
17788	2379	Bess, You Is My Woman Now
17789	2379	Gone
17790	2379	Gone, Gone Gone
17791	2379	Summertime
17792	2379	Bess, Yo Where's My Bess
17793	2379	Prayer (oh Doctor Jesus)
17794	2379	Fishermen, Strawberry And Devil Crab
17795	2379	My Man's Gone Now
17796	2379	It Ain't Necessarily So
17797	2379	Her Come De Honey Man
17798	2379	I Loves You, Porgy
17799	2379	There's A Boat That's Leaving Soon For New York
17800	2380	Dipita
17801	2380	New Bell
17802	2380	Souwedi Na Wengue
17803	2380	Eyala
17804	2380	Djombwe
17805	2380	Te Dikalo
17806	2380	One Minute
17807	2380	Muna Nyuwe
17808	2380	Na Mala Nde
17809	2380	Konda Djanea
17810	2380	Eyando
17811	2380	Messanga
17812	2381	Stompin' At The Savoy
17813	2381	Body And Soul
17814	2381	Get Happy
17815	2381	King Porter Stomp
17816	2381	Goodbye
17817	2381	Always
17818	2381	Moonglow
17819	2381	Goodnight, My Love
17820	2381	You Turned The Tables On Me
17821	2381	After You've Gone
17822	2381	Bugle Call Rag
17823	2381	Tea For Two
17824	2381	Love Me Or Leave Me
17825	2381	In A Sentimental Mood
17826	2381	Sing, Sing, Sing (with A Swing)
17827	2382	Norbert Stein Pata Orchster / Wunder Oh Wunder
17828	2382	Norbert Stein Pata Orchster / Hochzeit Im Altern Kloster
17829	2382	Norbert Stein Pata Orchster / Die Wilden Pferde Der Alten Leute
17830	2382	Directors / Pleasures
17831	2382	Directors / Inmy Rays
17832	2382	Michael Heupel / Bassomotiv
17833	2382	Michael Heupel / Padlt Noidlt
17834	2382	Michael Heupel / Skb Slap
17835	2382	Christoph Haberer / Give My Best To G.
17836	2382	Christoph Haberer / Xylosong
17837	2382	Hans Lã¼demann Rism / Schabertnack
17838	2382	Hans Lã¼demann Rism / Ruck Ã¤n Ruul
17839	2383	Lover Man
17840	2383	I Wish You Love
17841	2383	I'm Beginning To See The Light
17842	2383	Besame Mucho
17843	2383	Summertime
17844	2383	Blue Skies
17845	2383	I Would Give All My Love
17846	2383	Don't You Worry About A Thing
17847	2383	Cafe Nights
17848	2383	Fever
17849	2383	Don't Explain
17850	2383	Prelude / Skylark
17851	2384	Royal Garden Blues
17852	2384	Tin Roof Blues
17853	2384	The Faithful Hussar
17854	2384	Muskrat Ramble
17855	2384	All Of Me
17856	2384	Twelfth Street Rag
17857	2384	Undecided
17858	2384	Dardanella
17859	2384	West End Blues
17860	2384	Tiger Rag
17861	2384	Clarinet Marmalade
17862	2384	Someday You'll Be Sorry
17863	2384	When The Red, Red Robin Comes Bob, Bob Bobbin' Along
17864	2385	It's So Lovely- John Labelle
17865	2385	I Love Her- John Labelle
17866	2385	Aller Retour- Jean-francois Groulx
17867	2385	Summertime- Lenny Solomon
17868	2385	Stompin' At Decca- Lenny Solomon
17869	2385	Koko- Michael Farquharson
17870	2385	Cd At The Gc- Michael Farquharson
17871	2385	A La Mode- Trio Francois Bourassa
17872	2385	Apache Road- Brian Tarquin
17873	2385	Twinkle, Twinkle Little Star- Stan Samole
17874	2385	Row, Row, Row Your Boat- Stan Samole
17875	2385	Max- Five After Four- Max
17876	2386	I'll Fly Away
17877	2386	It Don't Cost Very Much
17878	2386	At The Cross
17879	2386	Somebody Bigger Than You And I
17880	2386	The Storm Is Passing Over
17881	2386	Lead Me Guide Me
17882	2386	Up Above My Head
17883	2386	Come Sunday
17884	2386	Right Now I Feel Alright
17885	2386	He Looked Beyond My Faults
17886	2386	Hold On
17887	2386	He Touched Me
17888	2386	Didn't It Rain
17889	2386	Our Father
17890	2387	Harpology
17891	2387	Let The Smoke Clear
17892	2387	Amazing Grace
17893	2387	Wanna Groove With You
17894	2387	Sunshine Of Your Love
17896	2387	Instant Music
17897	2387	Rollin' Stone
17898	2387	Wonderful Tonight
17900	2387	That's It
17902	2388	Freeway Jam
17903	2388	57th Street
17904	2388	One Arabian Knight
17905	2388	Crazy Horse
17906	2388	Trippin'
17907	2388	Midnight Blue
17908	2388	Third Stone From The Sun
17909	2388	California Summer
17910	2388	Uptown
17911	2388	Summer Nights
17912	2388	Geronimo
17913	2388	Katchina
17914	2388	Last Kiss Goodbye
17915	2389	Stanley Clarke, Sonny Rollins / Double Feature
17916	2389	Jaco Pastorius / Blackbird
17917	2389	Marcus Miller / Juice
17918	2389	Ralph Armstrong, Jean-luc Ponty / Egocentric Molecules
17919	2389	Abraham Laboriel, Abdy Narell / Whitestone
17920	2389	Alex Malheiros, Ivan Conti / Estreito De Taruma
17921	2389	Randy Jackson, Jean-luc Ponty / Rhythms Of Hope
17922	2389	Stanley Clarke, Sonny Rollins / Little Lu
17923	2389	Jaco Pastorius / Continuum
17924	2389	Jimmy Lewis, Leo Johnson / Black Feeling
17925	2389	Bob Cranshaw, Sonny Rollins / Global Warming
17926	2389	Steve Swallow / Eiderdown
17927	2390	Lazy And Satisfied
17928	2390	My Souldance With You
17929	2390	Favourite Love Affair
17930	2390	Velejar
17931	2390	Meant To Be
17932	2390	My Hearts Escapade
17933	2390	I've Got Just About Everything
17934	2390	When I Think Of One
17935	2390	Escolher
17936	2390	It's All In The Mind
17937	2390	Better Call Me Now
17938	2390	One Dream Gone
17939	2390	High In The Sky
17940	2391	Moon Rise / Mister Exe And The Clan
17941	2391	's All In / The Whole Thing
17942	2391	Mr Jeckle / Max Beesley's Hi Vibes
17943	2391	Dat's Slammin / Robbie Gordon
17944	2391	Millenium / Cloud Nine
17945	2391	Pure English Honey / Matt Deighton
17946	2391	Sky / Planet
17947	2391	The Ladder / One Creed
17948	2391	Ain't Never Giving Up / Double Vision
17949	2391	The Sinister Six / Mother Earth
17950	2391	East On The West Road / Emperors New Clothes
17951	2391	The Mountain Of Gondor / The Dread Flintstone Sound
17952	2392	Crescent
17953	2392	Espanola
17954	2392	All The Things You Are
17955	2392	Twilight Mist
17956	2392	Willow Weep For Me
17957	2392	Lonnie's Lament
17958	2392	Tivoli
17959	2392	Tribute To Lady Day
17960	2392	I Should Care
17961	2392	Three Flowers
17962	2392	Bouncin' With Bud
17963	2392	After The Rain
17964	2392	Effendi
17965	2392	Crescent (alt. Take)
17966	2393	Down The Road
17967	2393	Dreamy Eyes
17968	2393	Fires In The Night
17969	2393	Out Of The Blue
17970	2393	My Secret World
17971	2393	Goodbye 522
17972	2393	Spirit Walk
17973	2393	After She's Gone
17974	2393	Song For Kyle
17975	2393	One Love To Give
17976	2393	East Of Eden
17977	2393	Serengeti Sunrise
17978	2394	Take The \a\ Train [instrumental Introduction]
17979	2394	[duke Ellington - Introduction]
17980	2394	Perdido
17981	2394	Caravan
17982	2394	Isfahan
17983	2394	The Opener
17984	2394	Harlem
17985	2394	Take The \a\ Train [vocal]
17986	2394	Mood Indigo
17987	2394	C Jam Blues
17988	2394	Don't Get Around Much Anymore
17989	2394	Diminuendo And Crescendo In Blue
17990	2394	Single Petal Of A Rose
17991	2394	Kinda Dukish & Rockin' In Rhythm
17992	2395	Favela
17993	2395	Corcovado
17994	2395	Desafinado
17995	2395	How Insensitive
17996	2395	Agua De Beber
17997	2395	If You Never Come To Me
17998	2395	The Girl From Ipanema
17999	2395	Once I Love
18000	2395	So Danco Samba
18001	2395	Zingaro
18002	2395	Someone To Light Up My Life
18003	2395	Meditation
18004	2396	Maktub / You Can't Hide
18005	2396	Charlie Hunter / Oakland
18006	2396	Garage A Trois / A-frame
18007	2396	Soulive / Aladdin
18008	2396	Joshua Redman / Long Way Home
18009	2396	The John Scofield Band / Freakin' Disco
18010	2396	North Mississippi Allstars / Eyes
18011	2396	The Detroit Experiment / Space Odyssey
18012	2396	Roy Hargrove Presents Rh Factor / Forget Regret
18013	2396	Kaki King / Kewpie Station
18014	2396	Christian Mcbride / Technicolor Nightmare
18015	2396	Medeski, Martin & Wood / I Wanna Ride You
18016	2396	Info
18017	2397	Dianne Reeves & Geri Allen / Maiden Voyage
18018	2397	Jacky Terrasson Trio / Un Poco Loco
18019	2397	John Scofield / Tom Thumb
18020	2397	Cassandra Wilson / Joshua Fit The Battle Ob Jerico
18021	2397	Bob Belden & Tim Hagans / Siete Ocho
18022	2397	Marcus Printup / You've Changed
18023	2397	Holly Cole / Hum Drum Blues
18024	2397	Geoff Keezer / 2300 Skidoo
18025	2397	Renee Rosnes / Song For My Father
18026	2397	Kurt Elling / Tanganyika Dance
18027	2397	Fareed Haque / Soul Lament
18028	2397	Ron Carter & T.S. Monk / Evidence
18029	2397	Eliane Elias / Una Mas
18030	2398	Fellicidade
18031	2398	Once I Loved
18032	2398	Photograph
18033	2398	Johnny Come Lately
18034	2398	Take The \a\ Train
18035	2398	Joshua
18036	2398	Milestones
18037	2398	Blue Bossa
18038	2398	Candlelight
18039	2398	Our Thing
18040	2398	Days Of The Wine And Roses
18041	2398	Serenity
18042	2399	Beer Barrel Polka
18043	2399	Pennsylvania Polka
18044	2399	Helena Polka
18045	2399	Farmer's Polka
18046	2399	Annen Polka
18047	2399	Bavaria Polka
18048	2399	Clarinet Polka
18049	2399	The Jolly Brother Polka
18050	2399	Martha Polka
18051	2399	Rixdorfer Polka
18052	2399	The World Polka
18053	2399	Faithful Coppersmith
18066	2401	Four Seasons / Walk Like A Man
18067	2401	Lee Dorsey / Ya Ya
18068	2401	Four Seasons / Big Girls Don't Cry
18069	2401	The Angels / My Boyfriend's Back
18070	2401	Four Seasons / Sherry
18071	2401	Shirelles / Baby It's You
18072	2401	Shirelles / Soldier Boy
18073	2401	Ben E. King / Stand By Me
18074	2401	Isley Brothers / Shout
18075	2401	Contours / Do You Love Me
18076	2401	Dion / Runaround Sue
18077	2401	Dion / The Wanderer
18078	2402	Oh La La La
18079	2402	Morgongympa
18081	2402	Opp O Hoppa
18082	2402	Gosedjur
18083	2402	Gympa Hela Dan
18084	2402	Plocka Ã¤pplen
18085	2402	Framã¥t Uppã¥t
18086	2402	Lã¶vsã¥ng
18087	2402	Lã¤tt Som En Plã¤tt
18088	2402	Vi Gã¥r I En Skog
18089	2402	Gympa Pã¥
18090	2403	Malgrã©-moi
18091	2403	L'addition
18092	2403	Le Temps
18093	2403	Hollywood
18094	2403	Les Bijoux
18095	2403	Casse-tãªtes
18096	2403	Ellington Quarante Et One
18097	2403	Extrait De :\i'm Begenning To See The Light\
18098	2403	Dansons La Rose
18099	2403	Rencontres
18100	2403	Extrait De : \intermede\
18101	2403	L'enfant Ã©bloui
18102	2403	Les Berceaux
18103	2403	Le Mã©got
18104	2404	La Banda Del Formaggio
18105	2404	Pepito Della Pampa
18106	2404	Tre Scozzesi
18107	2404	Il Valzer Del Moscerino
18108	2404	Gli Stivali Ballerini
18109	2404	Il Generale Giovanni
18110	2404	Il Caffe Della Peppina
18111	2404	La Sveglia Biricchina
18112	2404	Sono L ' Ottavo Di Sette Fratelli
18113	2404	E Ciunfete Nel Pozzo
18114	2404	Il Lungo, Il Corto, Il Pacioccone
18115	2404	Tre Guerrieri Indiani
18116	2405	Cidade Maravilhosa
18117	2405	Escravo Y Amor
18118	2405	Abrazame
18119	2405	Mi Cafetao
18121	2405	Dama Latina
18122	2405	Cuando Caliente El Sol
18123	2405	Detalhes
18124	2405	Jamã¡s
18125	2405	O Progresso
18126	2405	Chame A Mi La Culpa
18127	2406	The Lyrics / Music Like Dirt
18128	2406	Bob Andy And Marcia Griffiths / Always Together
18129	2406	Larry Marshall / Son Son
18130	2406	Dudley Sibley And The Soul Agents / Love In Our Nation
18131	2406	Burning Spear / Live Good
18132	2406	The Beltones / Soul People
18133	2406	Ken Booth / Moving Away
18134	2406	Nora Dean / Mojo Girl
18135	2406	Glen And Dave / Show Me The Way
18136	2406	Clifton Gibbs And The Selected Few / Brimstone And Fire
18137	2406	Carey Johnson / Correction Train
18138	2406	The African Brothers / No Cup, No Brook
18139	2407	A Record Of Time
18140	2407	The Prophet For Profit
18141	2407	Facing The Fox
18142	2407	Monkey's Lament
18144	2407	From The Plain
18145	2407	Snakes And Infants
18146	2407	For Our Sorrow
18147	2407	A Smiling Bee
18148	2407	Extension Cord
18149	2407	The Joy Of Just Three Cords
18150	2408	Silent Night
18151	2408	Adeste Fideles
18152	2408	White Christmas
18153	2408	God Rest Ye Merry Gentlemen
18154	2408	Faith Of Our Fathers
18155	2408	I'll Be Home For Christmas
18156	2408	Jingle Bells
18157	2408	Santa Claus Is Coming To Town
18158	2408	Silver Bells
18159	2408	It's Beginning To Look Like Christmas
18160	2408	Christmas In Killarney
18161	2408	Mele Kalikimaka
18162	2409	Batuque
18163	2409	P'ra Nao Chorar
18164	2409	Salgueiro Chorao
18165	2409	Nosotros (nos)
18166	2409	Tristeza De Nos Dois
18167	2409	Deja - Me Ir
18168	2409	Mendigo E Ladrao
18169	2409	Estardalhaco
18170	2409	Cancao Do Nosso Amor
18171	2409	Voltei Ao Meu Lugar
18172	2409	Moca Flor
18173	2409	Razao De Viver
18174	2410	Alle Vã¶gel Sind Schon Da_wer Gehã¶rt Denn Eigentlich Zu Der Ganzen Vogelschar?
18175	2410	Alle Vã¶gel Sind Schon Da_wir Machen Eine Wanderung Durch Die Jahreszeiten
18176	2410	Winter Ade_endlich Beginnt Der Frã¼hling!
18177	2410	Winter Ade_warum Singen Die Vã¶gel Eigentlich?
18178	2410	Die Vogelhochzeit_wir Lernen Die Hochzeitsgesellschaft Genauer Kennen
18179	2410	Der Winter Ist Vergangen_das Vogelmã¤nnchen Sich Alles Fã¼r Ihre Weibchen Einfallen Lassen
18180	2410	Nun Will Der Lenz Uns Grã¼ãÿen
18181	2410	Komm' Lieber Mai Und Mache_ Sie Bauen Ein Nest Und Kriegen Kinder
18182	2410	Der Mai Ist Gekommen
18183	2410	Kuckuck, Kuckuck, Ruft's Aus Dem Wald_ Ein Wirklich Seltsamer Vogel
18184	2410	Der Kuckuck Und Der Esel
18185	2410	Es Klappert Die Mã¼hle_ Wie Oft Und Von Was Ernã¤hren Sich Vã¶gel?
18186	2410	Auf Du Junger Wandersmann
18187	2411	Cicerones Sang Pã¥ Sprogã¸
18188	2411	Skipper Ankers Skib
18189	2411	Skã¥l For Alle Danske Troldde
18190	2411	Den Slemme Mã¥ne
18191	2411	Vã¥de Frakker
18192	2411	Whisky Pã¥ Min Dunk
18193	2411	Spillemã¦nd Og Kokkemã¦nd
18194	2411	Mormors Perlekã¦de
18195	2411	Ship Ohã¸j
18196	2411	Den Lille Havfrue
18197	2411	Madkerade
18198	2411	Jeg Ved En Lã¦rkerede
18199	2412	I'm Ready (jamie Anderson)
18200	2412	Nothing I Do Will Make You Mine (carolyn Mignini & Jill Eikenberry)
18201	2412	If Love Is Not Enough (karen Morrow)
18202	2412	New Orleans (mark Smith)
18203	2412	Been There, Done That (jae Ross)
18204	2412	Christmas Laughter (wayne Moore & Brenda Silas-moore)
18205	2412	Honest At Last (bill Hutton)
18206	2412	First Moment (bryan Miller)
18207	2412	Part Of Me (carolyn Mignini)
18208	2412	The Carousel (barbara Sharma)
18209	2412	You Don't Know Me (wayne Moore)
18210	2412	Believer (lee Lucas)
18211	2413	House Of Praise
18212	2413	In The Garden
18213	2413	Fairest Lord Jesus
18214	2413	Fill Me Up
18215	2413	Until I Found The Lord
18216	2413	Lord, I Lift Your Name On High
18217	2413	Lean On Me
18218	2413	Jesus Gave Her Water
18219	2413	Better Than Life
18220	2413	So, Send I You
18221	2413	God Bless The Usa
18222	2413	Loving God, Loving Each Other
18223	2414	Agustã­n Magaldi / Allã¡ En El Bajo
18224	2414	Agustã­n Magaldi / Mala Junta
18225	2414	Agustã­n Magaldi / Portero Suba Y Diga
18226	2414	Agustã­n Magaldi / Nieve
18227	2414	Agustã­n Magaldi / Paciencia
18228	2414	Agustã­n Magaldi / Siempre Es Carnaval
18229	2414	Agustã­n Magaldi / Por Quã© Te Fuiste Hermano
18230	2414	Agustã­n Magaldi / Indiferencia
18231	2414	Agustã­n Magaldi / La Muchacha Del Circo
18232	2414	Agustã­n Magaldi / Dios Te Salve, Mi Hijo
18233	2414	Agustã­n Magaldi / Puerto Nuevo
18234	2414	Agustã­n Magaldi / Consejo De Oro
18235	2415	Fred Waring - Gloria In Excelsis
18236	2415	Mills Brothers - Adeste Fidelis
18237	2415	Mills Brothers - Silent Night
18238	2415	Roger Williams - We Three Kings Of Orient Are
18239	2415	Jesse Crawford - O Little Town Of Bethlehem
18240	2415	Do Re Mi Children's Chorus - Do You Hear What I Hear
18241	2415	Bing Crosby - I'll Be Home For Christmas
18242	2415	Liberace - O Holy Night
18243	2415	Bing Crosby - Santa Claus Is Coming To Town
18244	2415	Pat Boone - Silver Bells
18245	2415	Andrews Sisters - Twelve Days Of Christmas
18246	2415	Do Re Mi Childrens Chorus - Rudolph The Red-nosed Reindeer
18247	2416	Alexander's Ragtime Band_bing Crosby & Al Jolson
18248	2416	What'll I Do_linda Ronstadt
18249	2416	Puttin On The Ritz_fred Astaire
18250	2416	Cheek To Cheek_tommy Dorsey & His Orchestra
